50,3344,1730,1485,3639,1883,1785,1577,2461,2907,540
51,2707,1344,561,3469,231,3396,762,3072,981,270
52,762,3253,3244,43,860,1902,1730,1608,2887,2975
53,762,3253,231,2907,3,1902,2975,270,2525,2148
54,182,2429,3415,2435,2778,1,2907,3333,3599,3344
55,2907,2438,3539,2814,574,1977,1876,1872,775,592
56,775,3539,2778,1934,1977,449,1339,2556,2438,2429
57,2907,182,775,3539,2438,2260,2884,25,3617,2128
58,2044,449,2260,334,2778,182,3617,1,1950,1575
59,2292,3072,2707,3123,561,3469,3730,3244,3430,981
60,1730,860,1608,762,561,2707,1261,3129,2292,2449
61,1876,182,231,1356,2260,3877,3617,1032,270,2820
62,3599,1902,1237,688,2438,3272,2410,2785,1032,1462
63,231,270,2429,1344,1934,1977,2489,981,2525,2556
64,561,762,2887,2812,1485,2392,2525,2449,688,1902
65,1211,2820,2260,78,2479,3080,3318,3284,1876,2438
66,2260,860,2820,1608,1883,2520,3284,3253,3332,3318
67,3877,3430,3244,762,1902,182,231,2907,2556,1876
68,3244,3877,182,2449,3284,231,2131,3639,1902,3430
69,2449,2812,762,231,2820,1608,3129,1902,1575,2148
70,3272,2429,2179,1785,3599,450,1711,3,1934,3639
71,2907,3244,775,2438,688,1061,3639,2376,1902,2156
72,2438,2884,182,1934,1883,1711,3539,1462,1032,1872
73,3599,2429,1032,2292,3415,2260,2778,334,1237,3272
74,2435,3730,3072,3469,2707,561,2427,2907,1783,2489
75,3284,2260,688,1237,182,3272,2438,3244,1934,2414
76,2292,2707,775,66,1950,2907,1032,3539,3415,2376
77,2907,3469,78,540,3244,2438,1872,3730,688,1577
78,182,1711,2044,2414,1485,3284,231,2427,981,66
79,1711,3639,2438,3272,3284,2884,3318,182,2872,2414
80,959,762,270,1785,1613,3253,3337,231,1730,561
81,2260,1211,3332,2479,3318,2820,2520,182,3877,1032
82,270,2438,3469,3318,3123,1608,959,1902,2887,2065
83,2907,2884,2438,1613,3344,775,574,540,1902,182
84,3253,2260,1,775,1785,2438,2820,2814,3639,1344
85,2044,2556,3016,1,2907,654,3272,49,2429,688
86,2435,688,1785,376,1,3344,3730,3244,182,2814
87,3639,1730,231,860,2260,762,1883,2449,932,270
88,3639,2435,2907,182,1783,3244,1730,2376,3502,1575
89,2292,2427,3072,1730,3129,561,860,1237,981,2429
90,1061,574,2292,775,2907,2156,78,3386,3469,2707
91,78,3344,270,959,654,574,3016,376,1876,1344
92,2065,2292,450,3332,3671,1949,1608,860,2260,2914
93,2065,1485,1711,3284,2414,981,2556,2044,1237,1876
94,231,182,1339,2044,3617,3344,1934,668,1950,1575
95,66,3599,688,981,1876,932,270,1,1237,2707
96,561,231,3469,2812,270,2887,762,2065,959,1876
97,959,1730,1237,3639,1413,3599,688,2479,2065,3469
98,561,231,1950,1575,2449,1339,3639,1462,2812,762
99,231,959,270,2044,2489,2556,654,1613,1413,1344
100,3481,2376,3639,1950,2429,1414,1339,182,3253,3344
101,3,3332,2065,959,762,2044,3253,2887,860,3337
102,3244,688,981,66,3080,2427,1902,231,1608,1711
103,3272,1785,2907,2525,2014,2429,3344,376,3,3016
104,2292,2427,1608,2707,2887,2907,3244,1730,1061,2148
105,1711,2427,2292,2907,2707,981,3244,3730,1730,182
106,1950,49,2044,2065,2489,1339,654,3396,3617,449
107,231,66,2435,932,376,1876,1783,1950,3244,1608
108,1902,2260,2556,668,2438,1934,3877,182,775,2520
109,2427,2939,1207,1711,2887,3371,2907,561,2707,1608
110,1934,1883,775,270,2778,1462,2525,1977,2410,2414
111,231,270,1977,3244,376,981,775,1876,762,540
112,1730,231,762,561,981,1485,2435,270,2179,2707
113,1061,3639,2292,2260,78,1730,860,3253,1414,1413
114,270,1876,1883,959,688,3244,2947,2438,762,231
115,2292,2907,2707,3,1061,2429,1032,2148,3469,574
116,2260,1711,1339,3344,2907,2438,3639,775,1949,66
117,1876,3080,3332,1413,3244,270,1608,932,688,1211
118,2887,3284,824,3072,78,3730,3129,2820,2435,3872
119,1876,66,1608,2887,688,3080,270,2907,2392,2148
120,66,3244,3147,775,2260,2410,1,2148,2820,1934
121,3272,2429,2517,3825,1902,3599,334,180,1785,2914
122,1711,1608,2872,3284,2260,860,3318,2712,2292,3
123,3284,270,182,2414,3318,3877,959,2712,3332,2044
124,2292,1608,2887,66,824,2427,1261,2435,2820,3080
125,3072,3396,2914,2292,28,3469,1344,3253,2707,762
126,2914,1711,2520,3396,2288,1414,1608,1485,78,1783
127,3599,2907,3272,1462,2429,775,2939,1711,2427,3639
128,3253,775,182,2260,2778,1,1902,762,3639,334
129,3123,1872,561,3730,2884,1237,2556,3469,688,1783
130,2435,1876,2887,231,2392,2044,2427,1613,2489,3730
131,1902,3877,270,2065,231,2449,2887,2820,3284,3332
132,3639,3123,2065,3469,1237,3344,3,2939,1711,1872
133,775,25,66,2907,2148,1032,2778,1462,2525,981
134,1339,1950,2065,3396,1462,3639,1237,3344,1934,775
135,2260,3332,3284,1608,824,3877,2065,2292,1949,1902
136,3244,1237,3639,1414,1950,688,2479,2260,2438,1608
137,78,860,1414,3344,2260,2520,1339,1237,3332,449
138,959,1413,3253,3539,2814,2556,654,439,1211,3332
139,2065,49,981,231,1711,3332,270,932,2489,860
140,1934,3272,2044,2065,3347,3396,334,2429,2556,2489
141,270,959,231,1883,1977,981,688,2438,1613,1876
142,3244,3193,1608,3872,561,1485,1414,1783,1730,2461
143,824,2292,3369,1608,1211,2887,2479,2065,3318,3123
144,2260,3332,2044,1949,3333,182,3253,3617,860,1413
145,2707,561,2292,540,981,2435,2427,66,1783,2975
146,2292,2429,2414,2427,860,3272,2065,3332,334,2778
147,3244,1902,2907,2820,2438,2884,540,78,2556,3877
148,2907,775,1711,3639,1902,1462,3599,2438,688,134
149,3396,2065,1934,2292,450,3,49,1462,28,2429
150,1413,860,959,1730,1414,2435,3639,709,231,762
151,2414,2292,49,3080,981,2065,3284,450,3396,1934
152,3332,2414,270,3080,1608,2065,2887,1902,2785,2148
153,775,2449,3639,762,2438,3244,1902,2820,2907,439
154,1883,1934,3337,1785,3,3396,959,3344,1478,473
155,1339,2065,1711,3639,1237,3469,3396,1950,654,2260
156,2260,1061,74,1585,3284,688,2438,1949,449,3825
157,3253,1061,2376,762,2907,574,1413,2260,775,860
158,270,1876,3244,3080,2438,688,1211,2820,2947,1902
159,2907,3,2260,1902,3344,540,2525,1949,1608,1032
160,3244,540,2907,688,2707,2438,1783,561,574,3730
161,1902,182,3877,3599,3284,376,2044,2907,2438,2427
162,824,2292,2435,2887,2820,3730,78,1261,1608,3469
163,3284,2414,2260,182,1902,3877,2820,3244,2520,2438
164,2292,2707,2907,3539,3430,1950,3671,561,3,775
165,2907,574,775,2438,540,3344,1061,2707,3481,3539
166,3332,2065,2283,1949,2260,860,890,1950,1608,1876
167,2520,1950,66,449,1339,231,775,3396,1344,2489
168,2292,3,2707,3671,1613,762,2907,1711,2427,49
169,2292,981,1462,2427,1711,2707,2429,28,1730,3599
170,66,2489,2435,1711,1950,2427,3333,2044,2065,2914
171,1730,2707,1711,981,66,561,270,3,231,775
172,2065,3396,2292,49,450,1934,3332,2260,1237,1949
173,3,3639,1711,2429,2907,2044,1730,3272,2065,3415
174,762,3253,959,1730,395,3,3469,3337,1344,860
175,231,981,2520,2414,1902,2556,824,270,2449,3877
176,1711,3639,1237,3272,3599,1462,2065,1950,1608,932
177,762,3253,3639,959,2449,1730,561,3,860,439
178,3333,2435,1950,1783,1608,3730,1485,2790,1711,3639
179,2260,3333,1356,3415,3332,66,2179,2429,2292,1
180,2260,1711,182,3639,231,1883,2438,981,3318,376
181,1032,3415,2260,182,2429,2778,66,2907,1950,3
182,2260,1211,1876,3332,78,2479,3318,3487,592,1061
183,2429,2044,3347,3,2489,2292,3415,3272,2525,701
184,3,3396,2292,1934,2820,2065,3347,2429,2525,2914
185,3344,3481,2435,3730,3333,2044,1485,1950,2461,1613
186,3639,3333,182,2260,1950,3344,1575,1730,1711,1339
187,3244,688,1485,1711,1608,1783,1237,3872,66,2907
188,3253,3344,1061,2260,376,1785,43,2907,3639,2438
189,2260,654,2438,1339,1950,1211,3639,2410,1032,3539
190,762,3072,3253,959,2435,3730,2449,561,3469,2820
191,762,3253,3344,2604,2435,2812,3502,1575,3469,231
192,3,2044,2065,1711,3332,2260,450,3333,49,182
193,2427,1711,561,1485,824,2887,1608,3284,2392,3730
194,182,2778,2260,376,1,1876,231,3877,2429,334
195,2884,2427,3272,3347,1711,3284,1902,2556,3599,2292
196,2065,3,49,1950,1949,2429,2014,3396,3332,2707
197,3639,762,1730,775,3253,439,3344,1883,2438,860
198,3639,1730,561,1950,2461,1462,1711,2790,1485,762
199,2907,1061,574,2292,2260,540,78,3016,1949,2975
200,3415,2778,66,2429,2427,2044,2292,2065,2489,2148
201,2292,2429,701,2148,3347,2820,1,2778,231,2489
202,2435,182,3344,376,3877,1785,334,2044,231,1902
203,1608,860,762,3253,2260,231,1949,1883,3344,540
204,2260,1339,3344,3333,2914,450,1949,3639,1950,1711
205,2292,49,450,2429,3415,2065,1711,1413,3,2260
206,2814,654,1950,3469,1413,1876,182,3415,2556,959
207,1950,1,2260,2292,2429,1061,3415,1237,450,3332
208,2260,182,334,2517,1902,3877,2435,2429,3333,3825
209,3430,3,2707,3415,3123,561,2939,1730,2907,3599
210,2292,3253,1575,3072,1414,2429,182,654,2435,3730
211,860,1061,2292,2887,1608,1949,1413,49,2975,2707
212,1261,860,1575,2449,231,2613,3617,1414,2520,762
213,182,2260,3639,2438,2907,3344,3415,334,1032,2044
214,2887,3284,270,3872,688,2435,3332,3080,1876,376
215,2292,2065,3639,1950,1237,2429,3332,3415,860,49
216,3639,1730,1711,2790,2461,1462,1485,2707,2427,860
217,1462,1730,1977,3072,1344,688,561,1237,1,1950
218,2820,3080,2260,1211,2520,860,2292,2414,3332,1413
219,2975,2887,1902,3080,2520,2414,2292,2148,1608,3284
220,2907,688,1,1061,66,3244,3080,2148,2778,376
221,1902,3599,3244,3639,2427,1711,2907,2438,3502,3877
222,959,3639,709,1785,439,688,3599,762,3344,2438
223,3284,824,1485,3730,3332,709,2887,2435,2065,2427
224,2707,1950,1730,1237,3639,1462,775,2907,66,2292
225,2414,2260,2292,1711,3080,3284,66,1608,3147,981
226,1785,2179,3,959,270,688,2429,2525,1413,1730
227,775,1876,3344,3639,2907,688,1608,561,540,3244
228,1711,2260,726,2438,1485,2872,2520,1414,1883,2156
229,775,860,2907,2292,1608,2260,2148,1902,2820,3244
230,231,1344,3396,2489,1261,49,1949,2914,2707,2975
231,2044,3,775,3617,2778,1613,1032,2907,182,3344
232,2292,2414,2820,2887,3080,3284,2520,824,2427,1608
233,3639,1711,1730,3344,3469,1950,1339,2065,2438,3318
234,2438,1902,1977,1785,688,270,3599,3344,78,2556
235,2292,2707,49,2429,2065,1413,1730,2427,2887,3332
236,3469,1876,775,2604,270,2814,561,1344,231,2812
237,2449,775,3244,762,1883,3639,270,2438,2820,2260
238,182,1785,959,2556,270,654,2489,3599,1977,231
239,775,2907,762,3253,3,1613,2707,1,2148,2778
240,2820,3080,2414,2148,2292,1211,2260,2907,2975,78
241,2044,2429,2975,3016,2907,2435,668,2489,66,231
242,1902,270,3877,2887,2907,762,3284,376,1876,3253
243,2292,3272,1061,688,1237,2260,2438,3639,2429,3599
244,231,3193,2613,1485,1950,1414,561,981,1261,1883
245,2392,3284,860,1261,1485,2520,2156,1883,2260,1711
246,182,2260,3344,2044,3333,1876,3617,1950,1575,3639
247,2707,2292,2427,2429,2525,561,981,3599,2489,3072
248,1711,3639,1730,932,860,3499,2065,981,1608,1485
249,860,2520,2887,932,3386,1413,2975,3337,762,709
250,182,2260,1032,2065,2778,3332,2044,1711,1876,1950
251,1261,2887,1608,3872,2292,762,2707,1730,1949,2820
252,1608,2292,2887,981,3872,932,270,1876,824,2427
253,762,860,1608,270,3253,1730,2887,3129,3244,3872
254,3244,688,2907,2438,775,540,1485,1608,1883,1876
255,1977,376,66,1876,775,688,2778,932,270,1950
256,1339,2914,1950,1414,654,3333,2707,3481,3396,3469
257,2907,2887,3284,1061,2427,1207,78,3344,824,2435
258,3430,2292,1575,824,1876,3539,3244,1950,1413,1730
259,762,2449,2820,1575,561,2292,3072,2148,3253,3730
260,2435,3730,182,2131,1414,1783,2461,1575,1613,1485
261,2427,1711,3539,561,49,1485,1613,2392,3284,2044
262,180,2435,3318,1413,2292,1711,3599,981,2429,1785
263,231,2435,376,2489,2812,1485,66,270,2392,1783
264,2292,3244,981,3147,1711,231,2260,860,1608,2520
265,2429,450,860,2260,1711,2292,1061,2520,3272,2414
266,860,3253,762,1730,3639,3332,2449,2065,824,1608
267,3332,860,2065,824,1413,3253,3,709,2887,932
268,2065,3123,2288,3872,2914,1237,3332,3333,3,1949
269,231,3253,3333,2435,762,3332,1413,959,1876,3617
270,3396,2065,2707,49,1339,654,1237,1950,3469,1462
271,2907,2438,592,775,3344,540,574,2814,1876,2260
272,2065,3539,2556,1237,1950,3396,1462,561,28,1934
273,1608,2907,540,2887,2292,3872,3244,1902,3,3469
274,49,3337,2044,3332,3284,1485,1949,2288,1414,1413
275,1902,2907,2975,3599,270,3080,2438,2148,3244,775
276,1061,2260,1,2907,66,1608,1032,3332,1949,2148
277,231,2435,182,1575,1876,3877,1413,1613,3617,762
278,231,762,270,1876,1485,1883,376,1608,3333,3337
279,376,2435,3333,1950,231,1,3730,1876,270,688
280,2907,3284,1902,1711,1608,2887,1061,540,2438,78
281,1876,270,231,2712,182,3877,3430,981,1613,2044
282,2907,2939,2707,2427,2292,1207,1711,1613,3272,3639
283,762,1613,3253,561,959,2907,3469,2707,1344,775
284,1414,726,1485,1711,1883,2520,1339,450,1211,231
285,2260,932,182,450,860,3333,66,2429,376,231
286,1061,2907,1,2707,2429,3244,2292,3599,66,688
287,2260,2438,1211,1876,3080,1032,688,2479,182,654
288,1730,2179,2429,1413,3253,2435,3333,3639,376,182
289,2065,1608,1711,2260,231,2292,860,3332,981,1950
290,1902,3244,2438,182,2820,2884,2556,2907,2449,1934
291,3344,1339,1949,2065,1950,3469,3396,3639,775,2914
292,2914,3872,3396,1949,78,2288,3344,1211,3469,2479
293,1876,66,270,688,2014,376,1950,981,1485,3080
294,3,2292,1730,3253,860,1413,2707,1613,49,2065
295,3,2044,3344,654,1613,3253,2429,3814,3016,2179
296,762,3253,231,2975,860,1730,1261,1413,1344,2435
297,1711,932,66,450,49,1608,981,3332,2288,2914
298,2429,654,49,1413,2489,1950,2044,3415,2065,3016
299,182,2907,1613,2884,2435,688,2438,2044,3599,1413
300,3284,1485,561,762,1730,688,3337,3872,3244,1608
301,1061,3639,2292,1730,3284,860,1237,3272,688,1711
302,2065,2292,49,1711,3,2260,450,1608,3332,860
303,270,2887,1608,1876,3872,3244,3080,2427,2148,3332
304,2435,3730,182,2427,2556,3072,1613,2907,808,2092
305,2556,1934,1485,3396,2489,1462,2044,1414,3344,78
306,1711,688,3284,2479,2438,1485,3318,1061,1237,2288
307,1711,182,2044,2790,1613,2427,981,231,2435,1462
308,1949,2707,3016,2292,2914,66,932,49,3332,1608
309,2907,540,3,66,1044,2712,2525,1608,2292,3080
310,2525,2489,3,270,2427,2179,2435,2429,2065,3730
311,66,1237,3244,1608,3080,78,2156,2520,2914,2907
312,2260,182,2438,1032,3,2907,2429,3639,3318,3147
313,3332,2260,1032,1876,1356,2778,3415,3502,1413,182
314,2065,2429,3332,49,2292,701,2525,2778,2489,3
315,3253,3639,2814,1730,762,3333,775,3469,1335,3244
316,2435,2179,376,270,1785,182,3730,3344,3333,3877
317,2556,3730,182,2884,1575,3539,2449,1783,2435,2128
318,3253,1413,1,1730,2292,3332,762,2429,1876,1356
319,270,2707,3872,561,540,1876,688,3244,1577,3730
320,775,1,762,1977,3539,3253,2148,2438,28,2778
321,450,1414,860,2520,2292,1950,3396,1934,49,1413
322,2044,182,2260,2414,959,3284,1413,2520,2438,1613
323,3284,3080,231,270,2414,2820,981,3332,3877,860
324,3,2260,2907,775,2429,334,182,1032,3617,3253
325,762,2148,1261,2887,2820,2292,1577,3253,2427,3244
326,3639,1730,1950,1711,3333,932,2435,1413,1876,3072
327,2065,2556,2044,1339,231,3539,981,2489,3396,1950
328,1585,74,376,1,688,78,1414,709,3344,1413
329,3244,78,1876,2907,2438,540,3344,574,2820,3730
330,2914,3,3617,3814,2044,654,3333,2292,1949,3347
331,2179,3,3253,2429,1730,762,2525,2292,701,1613
332,3333,2260,182,3332,932,2179,450,2044,1711,2435
333,3344,1339,2438,3396,654,2260,2914,1883,1950,2410
334,2907,3481,2975,2376,2128,1902,1934,3344,66,2520
335,2292,3080,1211,824,2520,2820,1608,2887,2260,1413
336,2292,2907,3639,860,1711,775,1061,1730,2429,1608
337,182,2260,709,3284,1413,959,3639,3877,3318,1414
338,2260,860,231,182,3502,762,2429,3253,450,2449
339,2707,3469,775,3396,3481,1344,1730,1339,2914,1950
340,981,2260,1883,231,2438,1711,270,3080,182,2520
341,2260,3244,2907,2820,540,3147,2438,1783,2292,1902
342,654,2044,2260,1211,182,1950,2914,3332,2065,3016
343,3344,2907,1785,43,688,78,3016,1061,376,574
344,3639,1237,3244,688,2449,1950,439,2438,3599,2820
345,3284,3080,688,1485,2414,1711,2392,49,1876,1883
346,182,2438,1876,688,1577,1485,1883,3344,3539,2907
347,270,2887,2392,49,231,981,1485,561,2489,2525
348,66,981,2065,1711,49,1934,231,2292,1462,2489
349,2044,2065,1934,668,3332,449,1950,2489,3396,1575
350,959,78,3332,3253,2260,334,1413,3487,2604,1876
351,1211,2479,3730,3369,78,2642,2556,270,959,3469
352,2260,1575,334,182,1950,3487,3415,2044,2429,2778
353,3284,2414,1485,2556,1902,2044,2392,1711,688,1934
354,2260,3332,2065,1950,450,860,3333,3639,1949,1339
355,270,2517,2179,231,2525,1785,2429,3599,376,762
356,2438,3244,1577,688,1485,1883,2556,561,2461,3539
357,3332,932,2065,1413,49,1876,231,981,270,2712
358,1711,182,2260,2044,1950,3639,1485,3318,1339,2438
359,270,2525,2489,231,3,3599,1785,376,2429,2179
360,2292,3332,1608,1949,2260,2065,3333,66,450,824
361,3639,2260,1730,1950,2429,2292,2065,450,775,1032
362,231,1883,2260,1934,270,450,3253,3,762,2429
363,2292,1237,981,2065,3072,3599,3244,1950,1711,2556
364,1876,2907,3430,592,231,2438,540,270,775,2814
365,3284,78,1585,1414,3337,3344,2520,3805,74,1949
366,3599,1977,1902,981,2556,1146,270,2778,1711,2438
367,1711,2044,2414,1462,182,3539,981,1575,2556,1613
368,2427,2044,2292,3415,2907,981,3430,2414,2778,231
369,2292,2820,3671,3284,2414,860,1608,2260,78,2907
370,1876,2392,824,2044,2887,3469,49,2712,3318,2907
371,3284,2887,2414,1902,270,3332,1608,3080,2820,2260
372,860,3253,762,450,243,2260,2429,3337,2449,1934
373,561,2065,2489,2427,3123,3430,2812,2887,3,270
374,270,3,3253,2014,1876,1,2260,376,2179,2525
375,3,959,3253,3469,2429,270,762,1785,1613,2044
376,860,709,3284,932,3332,231,959,1413,3337,270
377,3344,2260,3814,654,78,334,3253,1949,2914,1414
378,66,775,2907,2376,1,2707,2148,2778,1977,932
379,3072,3730,654,3469,2707,2914,28,3396,2292,1237
380,2914,1950,2429,2065,3272,450,1339,3333,1711,2517
381,2044,2707,49,3,2907,2489,66,1613,2292,3016
382,561,959,2887,2065,1613,2556,270,49,3072,981
383,2435,231,3244,1783,1902,2812,3730,1876,2556,2887
384,66,1711,1950,1608,3333,3872,3244,2907,1237,2790
385,1934,959,1344,270,2449,231,762,3396,3337,1902
386,860,450,2914,3639,1414,1934,2449,3396,3728,1339
387,3332,959,1730,270,2065,688,3639,709,3599,1876
388,2907,3415,1207,2427,2939,2884,2292,182,3347,3730
389,2887,3284,1902,824,2820,2414,78,2556,2975,2520
390,1730,3253,860,762,1883,3244,3639,2438,1061,775
391,2907,1902,3244,2438,1876,1032,540,2260,3877,2884
392,2907,1902,2429,2435,2517,3599,2975,1608,66,1949
393,2044,2429,1613,1950,1413,49,654,2489,1462,1
394,1237,1339,1711,654,3539,3639,2914,2438,1414,3344
395,561,1485,3344,231,2907,78,762,540,1883,2392
396,2292,2914,2707,1608,1949,78,3396,66,2520,1711
397,1730,3639,1608,775,860,2707,3599,2292,762,3253
398,2907,3,3415,66,2427,2014,3284,2044,2815,2292
399,2260,450,1414,2520,1211,860,3332,2914,2065,1711
400,2260,1934,450,182,1883,860,2520,2449,1414,2414
401,2260,3318,1211,182,2712,3,450,3877,1032,2438
402,3284,959,3344,2260,3332,78,1414,3253,3337,2479
403,2128,3539,1339,668,2907,2556,1950,449,2044,1032
404,2292,2820,1608,2707,2148,3369,2907,3,2065,3671
405,2044,1,2260,3016,654,334,1950,449,3332,1949
406,1730,762,3253,2707,231,1344,1883,3193,1414,2613
407,1608,2292,1711,860,2065,1462,2427,1237,3639,3671
408,688,3639,2887,3344,2907,775,3599,1902,860,1608
409,3639,688,3344,709,860,1785,3599,1730,1485,3284
410,2427,561,2887,3730,2292,824,2435,3129,1485,3072
411,762,3253,2975,1949,1344,78,231,775,2887,860
412,1608,2907,1061,66,1207,2292,2707,540,1949,3872
413,3,2907,3318,2044,3415,2479,2884,2438,3344,182
414,2435,182,1783,2907,3877,2427,3599,3730,2939,3502
415,2907,3344,540,182,66,2707,3639,3,2435,775
416,270,376,1344,1977,231,1949,3337,1883,3253,2489
417,66,1,2260,2292,2907,1032,1876,3244,2148,1950
418,860,762,3877,2449,3502,2820,1575,3244,2292,1902
419,66,688,1462,1485,981,1711,1950,270,1883,561
420,3332,959,1413,2065,2429,3253,3,3415,3318,2292
421,2260,3284,2414,3332,1902,1032,3318,1876,2907,2712
422,3469,3072,1783,2427,3730,561,2707,1237,2292,2435
423,2044,824,1413,2435,1575,1613,2887,959,49,2414
424,2785,688,1876,2438,3123,270,3284,2065,3,1032
425,2435,1575,182,3730,2520,231,3333,3877,2260,1356
426,231,182,3877,270,3502,2517,981,2435,1876,376
427,3072,2914,3730,3469,561,1783,3396,3872,2435,1237
428,2435,2179,2044,2429,860,2427,450,2292,824,267
429,860,1413,3253,2520,775,1061,2376,1261,932,1730
430,2887,860,3284,1608,762,2392,824,2907,1902,3502
431,270,2525,2778,2148,3080,66,1032,1902,2414,231
432,1950,66,182,1237,2260,1711,2065,2429,3272,3415
433,2907,1061,66,1207,2292,1711,2376,574,1950,1608
434,2914,3072,3872,1,1950,1237,3333,3244,2517,3396
435,2292,1413,2429,3,3415,959,3599,2065,3253,2907
436,2065,2044,3332,1950,450,2260,49,449,1575,182
437,2260,3284,2520,3332,3080,2414,1061,78,1211,1413
438,1711,3639,1462,1730,2292,3272,2707,2429,3599,860
439,3639,3253,860,1575,3502,762,1730,182,2260,334
440,270,1876,3080,2707,1211,66,688,540,981,49
441,1485,3284,3337,2392,1711,3,1883,860,1949,1730
442,3639,2044,3344,1934,3,3272,1339,1711,3671,2260
443,2292,1061,2260,2429,2435,450,182,860,3147,3639
444,1462,561,1237,3469,3639,1730,3386,3396,1344,1711
445,2292,1237,3072,2707,3244,775,3639,28,1061,1730
446,270,3284,2044,1902,182,1876,3332,2065,2414,3272
447,49,1413,1613,2044,574,1950,78,2392,654,3539
448,709,376,3284,688,3599,1785,3639,3332,860,959
449,2887,860,2292,78,824,1949,3253,2044,2435,2907
450,1876,2044,1950,2556,182,2814,3539,2778,231,3617
451,1711,3639,182,2790,2427,688,1485,1950,2461,1730
452,3469,3877,182,1575,3344,3253,2435,2907,3,3639
453,2427,66,1876,2435,1711,3415,1950,932,3730,2887
454,231,2179,762,860,2292,981,270,3253,1356,2260
455,2065,1339,959,3539,1872,3396,2556,3469,3123,2438
456,182,3415,1950,1575,3272,1237,2429,2044,2292,2260
457,3,1613,3253,2429,2044,2179,3415,2435,1730,2707
458,1575,1950,1207,2584,824,182,1237,2260,2292,1876
459,270,3332,2065,2887,49,3080,1344,981,1608,959
460,2292,3539,2148,49,1261,3080,2707,3415,981,2065
461,2260,2520,3080,860,3284,1608,1414,1061,1261,450
462,2292,2907,1902,2414,2429,1032,2260,2975,2148,981
463,270,688,3080,1977,1876,66,376,2438,2410,3284
464,3284,2907,3877,3344,1902,182,3318,2887,2044,2435
465,3080,1876,1608,1211,1261,3244,3499,3332,3872,932
466,231,270,3193,2517,561,959,1414,3337,1785,2489
467,2065,3396,1934,1950,3,2449,3617,1883,270,3332
468,2887,2907,3284,1061,2008,78,2427,860,2768,3272
469,2292,2427,2435,2148,2179,1,3872,3415,2887,701
470,2435,1414,78,1730,2613,2887,3072,860,1261,762
471,2292,3332,2065,1608,3,1207,1949,824,1711,1061
472,2292,2429,3253,2260,2707,450,2907,3,860,1413
473,2260,182,3639,1414,654,1950,1575,3253,450,1413
474,3284,2414,2438,2292,1883,3080,2520,3868,1711,860
475,1237,1711,270,3284,3599,981,2065,2556,688,2438
476,561,270,959,49,2065,2887,3123,2613,3193,1485
